WEP,Tupelanzahl,Mainkey,Dauer,Dauer in ms,Dauer für hacking,Schlüssel verwendet,Schlüssel gefunden,Erfolgreich?,Modell?,
WEP40 ,60000,(b'7\x94\x96\xea\xe1'),0:01:24.456401, 84456 ms,132947,(132 ,"bytearray""(b'7\x94\x96\xea\xe1')"" "," bytearray""(b'7\x94\x96\xea\xe1')"" ",True,
WEP40 ,60000,(b'\xa5\xf5\xe7lf'),0:01:21.645200, 81645 ms,128999,(128 ,"bytearray""(b'\xa5\xf5\xe7lf')"" "," bytearray""(b'\xa5\xf5\xe7lf')"" ",True,
WEP40 ,60000,(b'\xd7\x1e-\xfb\xd8'),0:01:22.446518, 82446 ms,129243,(129 ,"bytearray""(b'\xd7\x1e-\xfb\xd8')"" "," bytearray""(b'\xd7\x1e-+\xa8')"" ",False,
WEP40 ,60000,(b'\xcf\x18\xd4N\xe5'),0:01:22.086790, 82086 ms,134434,(134 ,"bytearray""(b'\xcf\x18\xd4N\xe5')"" "," bytearray""(b'\xcf\x18\xd4N\xe5')"" ",True,
WEP40 ,60000,(b'%a\x1dd~'),0:01:20.096186, 80096 ms,131061,(131 ,"bytearray""(b'%a\x1dd~')"" "," bytearray""(b'%\x91\xedd~')"" ",False,
WEP40 ,60000,"(b'W\n\xd5)\xca')""",0:01:19.573850, 79573 ms,127033,(127 ,"bytearray""(b'W\n\xd5)""\xca')"" "," bytearray""(b'W\n\xd5)""\xca')"" ",True,
WEP40 ,60000,(b'\xb5O\x94\xedO'),0:01:19.256073, 79256 ms,129584,(129 ,"bytearray""(b'\xb5O\x94\xedO')"" "," bytearray""(b'\xb5O\x94\xedO')"" ",True,
WEP40 ,60000,(b'\xcc2yX\xf3'),0:01:21.412515, 81412 ms,131191,(131 ,"bytearray""(b'\xcc2yX\xf3')"" "," bytearray""(b'\xcc2yX\xf3')"" ",True,
WEP40 ,60000,(b'L\x9et\xc6\xea'),0:01:21.545325, 81545 ms,129189,(129 ,"bytearray""(b'L\x9et\xc6\xea')"" "," bytearray""(b'L\x9et\xc6\xea')"" ",True,
WEP40 ,60000,(b'\xe1J\x1c\xdd\xe6'),0:01:19.819200, 79819 ms,128621,(128 ,"bytearray""(b'\xe1J\x1c\xdd\xe6')"" "," bytearray""(b'\xe1J\x1c\xdd\xe6')"" ",True,
WEP40 ,60000,(b'\\F\x9d\xced'),0:01:19.338807, 79338 ms,126590,(126 ,"bytearray""(b'\\F\x9d\xced')"" "," bytearray""(b'\\F\x9d\xced')"" ",True,
WEP40 ,60000,(b'd\xa0r\x8c0'),0:01:20.125307, 80125 ms,128258,(128 ,"bytearray""(b'd\xa0r\x8c0')"" "," bytearray""(b'd\xa0r\x8c0')"" ",True,
WEP40 ,60000,(b'\xae\x00\xca\xf1\xaf'),0:01:19.678720, 79678 ms,130161,(130 ,"bytearray""(b'\xae\x00\xca\xf1\xaf')"" "," bytearray""(b'\xae\x00\xca\xf1\xaf')"" ",True,
WEP40 ,60000,(b'y\xb8E\xf2h'),0:01:20.641590, 80641 ms,129053,(129 ,"bytearray""(b'y\xb8E\xf2h')"" "," bytearray""(b'y\xb8E\xf2h')"" ",True,
WEP40 ,60000,(b'\xc9\xd7\xd5\xac\xa0'),0:01:20.532040, 80532 ms,129185,(129 ,"bytearray""(b'\xc9\xd7\xd5\xac\xa0')"" "," bytearray""(b'\xc9\xd7\xd5\xac\xa0')"" ",True,
WEP40 ,60000,(b'\xa3\x07v\xab2'),0:01:18.724885, 78724 ms,128081,(128 ,"bytearray""(b'\xa3\x07v\xab2')"" "," bytearray""(b'\xa3\x07F\xdb5')"" ",False,
WEP40 ,60000,(b'v\xd5qO\x0b'),0:01:22.377985, 82378 ms,130314,(130 ,"bytearray""(b'v\xd5qO\x0b')"" "," bytearray""(b'v\xd5qO\x0b')"" ",True,
WEP40 ,60000,(b'\xceD\x07\xf3\xe6'),0:01:21.394463, 81394 ms,131305,(131 ,"bytearray""(b'\xceD\x07\xf3\xe6')"" "," bytearray""(b'\xceD\x07\xf3\xe6')"" ",True,
WEP40 ,60000,(b'\xe8t\xc7\x11\x8a'),0:01:19.876256, 79876 ms,128935,(128 ,"bytearray""(b'\xe8t\xc7\x11\x8a')"" "," bytearray""(b'\xe8t\xc7\x11\x8a')"" ",True,
WEP40 ,60000,(b'\xadO-\x9cb'),0:01:20.360456, 80360 ms,129598,(129 ,"bytearray""(b'\xadO-\x9cb')"" "," bytearray""(b'\xadO-\x9cb')"" ",True,
WEP40 ,60000,(b'B\xadE\\|'),0:01:22.805543, 82805 ms,130393,(130 ,"bytearray""(b'B\xadE\\|')"" "," bytearray""(b'B\xadE\\|')"" ",True,
WEP40 ,60000,(b'k\x1fT\xf4x'),0:01:19.759160, 79759 ms,128914,(128 ,"bytearray""(b'k\x1fT\xf4x')"" "," bytearray""(b'k\x1fT\xf4x')"" ",True,
WEP40 ,60000,(b'\xd5\xadk\x92^'),0:01:18.879978, 78880 ms,127809,(127 ,"bytearray""(b'\xd5\xadk\x92^')"" "," bytearray""(b'\xd5\xadk\x92^')"" ",True,
WEP40 ,60000,(b'\xce\x0eRa\xb5'),0:01:19.720494, 79720 ms,128445,(128 ,"bytearray""(b'\xce\x0eRa\xb5')"" "," bytearray""(b'\xce\x0eRa\xb5')"" ",True,
WEP40 ,60000,(b'\x08~P\x82\x9e'),0:01:19.780355, 79780 ms,129128,(129 ,"bytearray""(b'\x08~P\x82\x9e')"" "," bytearray""(b'\x08~P\x82\x9e')"" ",True,
WEP40 ,60000,(b'j\x93Q\xfb\t'),0:01:22.339547, 82339 ms,130878,(130 ,"bytearray""(b'j\x93Q\xfb\t')"" "," bytearray""(b'j\x93Q\xfb\t')"" ",True,
WEP40 ,60000,(b'C\xd6\xf9\xd7\xbe'),0:01:22.267855, 82267 ms,130596,(130 ,"bytearray""(b'C\xd6\xf9\xd7\xbe')"" "," bytearray""(b'C\xd6\xf9\xd7\xbe')"" ",True,
WEP40 ,60000,(b'\xcfj?\x10y'),0:01:18.734648, 78734 ms,126476,(126 ,"bytearray""(b'\xcfj?\x10y')"" "," bytearray""(b'\xcfj?\x10y')"" ",True,
WEP40 ,60000,(b'K\x0c\xfc\xf4\xf4'),0:01:18.055083, 78055 ms,125357,(125 ,"bytearray""(b'K\x0c\xfc\xf4\xf4')"" "," bytearray""(b'K\x0c\xfc\xf4\xf4')"" ",True,
WEP40 ,60000,(b'\x8f\x89\xd3\xb7X'),0:01:19.288753, 79288 ms,126978,(126 ,"bytearray""(b'\x8f\x89\xd3\xb7X')"" "," bytearray""(b'\x8f\x89\xd3\xb7X')"" ",True,
WEP40 ,60000,(b'\xc0l\x16^\x05'),0:01:19.633571, 79633 ms,126590,(126 ,"bytearray""(b'\xc0l\x16^\x05')"" "," bytearray""(b'\xc0l\x16^\x05')"" ",True,
WEP40 ,60000,(b'\xdc\xb3\xcf2\xf1'),0:01:18.628591, 78628 ms,127292,(127 ,"bytearray""(b'\xdc\xb3\xcf2\xf1')"" "," bytearray""(b'\xdc\xb3\xcf2\xf1')"" ",True,
WEP40 ,60000,"(b\xd6z\xc9\xef\'"")""",0:01:18.928171, 78928 ms,128720,(128 ,"bytearray""(b""\xd6z\xc9\xef\'"")"" "," bytearray""(b""\xd6z\xc9\xef\'"")"" ",True,
WEP40 ,60000,(b'p\x9a^\x1c\xa1'),0:01:20.681640, 80681 ms,129343,(129 ,"bytearray""(b'p\x9a^\x1c\xa1')"" "," bytearray""(b'p\x9a^\x1c\xa1')"" ",True,
WEP40 ,60000,(b'\xe5\x8b\x8f+\x03'),0:01:19.603793, 79603 ms,127375,(127 ,"bytearray""(b'\xe5\x8b\x8f+\x03')"" "," bytearray""(b'\xe5\x8b\x8f+\x03')"" ",True,
WEP40 ,60000,(b'\x88\x98\x19cp'),0:01:23.013657, 83013 ms,133242,(133 ,"bytearray""(b'\x88\x98\x19cp')"" "," bytearray""(b'\x88\x98\x19cp')"" ",True,
WEP40 ,60000,(b'\x08\xd8\x12hn'),0:01:22.704042, 82704 ms,132104,(132 ,"bytearray""(b'\x08\xd8\x12hn')"" "," bytearray""(b'\x08\xd8\x12hn')"" ",True,
WEP40 ,60000,(b'\x91\xafv+`'),0:01:19.843493, 79843 ms,127921,(127 ,"bytearray""(b'\x91\xafv+`')"" "," bytearray""(b'\x91\xafv+`')"" ",True,
WEP40 ,60000,(b'\xc4sp\x8f\x1b'),0:01:20.242875, 80242 ms,130549,(130 ,"bytearray""(b'\xc4sp\x8f\x1b')"" "," bytearray""(b'\xc4sp\x8f\x1b')"" ",True,
WEP40 ,60000,(b'n\x88\xbb\xabT'),0:01:21.844926, 81845 ms,129283,(129 ,"bytearray""(b'n\x88\xbb\xabT')"" "," bytearray""(b'n\x88\xbb\xabT')"" ",True,
WEP40 ,60000,(b'\x14\xda\x01\x10\x8a'),0:01:19.485189, 79485 ms,127621,(127 ,"bytearray""(b'\x14\xda\x01\x10\x8a')"" "," bytearray""(b'\x14\xda\x01\x10\x8a')"" ",True,
WEP40 ,60000,(b'\xfd\xbd\xc7\r?'),0:01:19.457057, 79457 ms,127202,(127 ,"bytearray""(b'\xfd\xbd\xc7\r?')"" "," bytearray""(b'\xfd\xbd\xc7\r?')"" ",True,
WEP40 ,60000,(b'\xcc\x15\xde\xda\xaf'),0:01:19.664599, 79664 ms,129644,(129 ,"bytearray""(b'\xcc\x15\xde\xda\xaf')"" "," bytearray""(b'\xcc\x15\xde\xda\xaf')"" ",True,
WEP40 ,60000,(b'\xeb\xba\xec\xb9\xa6'),0:01:24.533883, 84533 ms,133438,(133 ,"bytearray""(b'\xeb\xba\xec\xb9\xa6')"" "," bytearray""(b'\xeb\xba\xec\xb9\xa6')"" ",True,
WEP40 ,60000,(b'\xfbH4\xa28'),0:01:23.813545, 83813 ms,133493,(133 ,"bytearray""(b'\xfbH4\xa28')"" "," bytearray""(b'\xfbH4\xa28')"" ",True,
WEP40 ,60000,(b'u\xce\xd1Y\x8c'),0:01:20.030543, 80030 ms,128597,(128 ,"bytearray""(b'u\xce\xd1Y\x8c')"" "," bytearray""(b'u\xce\xd1Y\x8c')"" ",True,
WEP40 ,60000,(b'\xd4\xbd\xbd<\x8b'),0:01:20.459858, 80459 ms,129275,(129 ,"bytearray""(b'\xd4\xbd\xbd<\x8b')"" "," bytearray""(b'\xd4\xbd\xbd<\x8b')"" ",True,
WEP40 ,60000,"(b'R\xa0\x80i)')""",0:01:20.457235, 80457 ms,126519,(126 ,"bytearray""(b'R\xa0\x80i)""')"" "," bytearray""(b'R\xa0\x80\x7f\x13')"" ",False,
WEP40 ,60000,(b'\xdd\xe3\xd6\xc9\xbb'),0:01:19.386641, 79386 ms,126337,(126 ,"bytearray""(b'\xdd\xe3\xd6\xc9\xbb')"" "," bytearray""(b'\xdd\xe3\xd6\xc9\xbb')"" ",True,
WEP40 ,60000,(b'\xef\xba\xf9\x95\xb1'),0:01:22.328870, 82328 ms,131126,(131 ,"bytearray""(b'\xef\xba\xf9\x95\xb1')"" "," bytearray""(b'\xef\xba\xf9\x95\xb1')"" ",True,
WEP40 ,60000,(b'W\xael\x1d\x03'),0:01:20.336318, 80336 ms,128850,(128 ,"bytearray""(b'W\xael\x1d\x03')"" "," bytearray""(b'W\xael\x1d\x03')"" ",True,
WEP40 ,60000,(b'\xd1\xeb\xa9|\xb4'),0:01:20.630211, 80630 ms,127674,(127 ,"bytearray""(b'\xd1\xeb\xa9|\xb4')"" "," bytearray""(b'\xd1\xeb\xa9|\xb4')"" ",True,
WEP40 ,60000,(b'P\\f\xa4v'),0:01:20.568948, 80569 ms,128428,(128 ,"bytearray""(b'P\\f\xa4v')"" "," bytearray""(b'P\\f\xa4v')"" ",True,
WEP40 ,60000,(b'[\x1bL\x1eY'),0:01:26.483334, 86483 ms,135517,(135 ,"bytearray""(b'[\x1bL\x1eY')"" "," bytearray""(b'[\x1bL\x1eY')"" ",True,
WEP40 ,60000,(b'\xf4\xf1\xfa\x04\x05'),0:01:26.523676, 86523 ms,134754,(134 ,"bytearray""(b'\xf4\xf1\xfa\x04\x05')"" "," bytearray""(b'\xf4\xf1\xfa\x04\x05')"" ",True,
WEP40 ,60000,(b'\\{\x03\x8c$'),0:01:18.690618, 78690 ms,128300,(128 ,"bytearray""(b'\\{\x03\x8c$')"" "," bytearray""(b'\\{\x03\x8c$')"" ",True,
WEP40 ,60000,(b'LS\x01\x94\xf0'),0:01:19.396214, 79396 ms,127504,(127 ,"bytearray""(b'LS\x01\x94\xf0')"" "," bytearray""(b'LS\x01\x94\xf0')"" ",True,
WEP40 ,60000,(b'r\x95T\xf8\x13'),0:01:19.833446, 79833 ms,127627,(127 ,"bytearray""(b'r\x95T\xf8\x13')"" "," bytearray""(b'r\x95T\xf8\x13')"" ",True,
WEP40 ,60000,(b'\xd3\x17\xd1\xddY'),0:01:20.386659, 80386 ms,129272,(129 ,"bytearray""(b'\xd3\x17\xd1\xddY')"" "," bytearray""(b'\xd3\x17\xd1\xddY')"" ",True,
WEP40 ,60000,(b'z\x0e\xa9\x02\xb2'),0:01:19.575964, 79576 ms,127586,(127 ,"bytearray""(b'z\x0e\xa9\x02\xb2')"" "," bytearray""(b'z\x0e\xa9\x02\xb2')"" ",True,
WEP40 ,60000,(b'\xab\xd1\x19\x9c\xc7'),0:01:18.545430, 78545 ms,127926,(127 ,"bytearray""(b'\xab\xd1\x19\x9c\xc7')"" "," bytearray""(b'\xab\xd1\x19\x9c\xc7')"" ",True,
WEP40 ,60000,(b'&.\x87\xe5\x01'),0:01:17.142523, 77142 ms,128089,(128 ,"bytearray""(b'&.\x87\xe5\x01')"" "," bytearray""(b'&.\x87\xe5\x01')"" ",True,
WEP40 ,60000,(b'<_\xfa\x0e\xf6'),0:01:20.859118, 80859 ms,128889,(128 ,"bytearray""(b'<_\xfa\x0e\xf6')"" "," bytearray""(b'<_\xfa\x0e\xf6')"" ",True,
WEP40 ,60000,(b'\\\xed\xd7\xbd\x82'),0:01:23.504778, 83504 ms,133451,(133 ,"bytearray""(b'\\\xed\xd7\xbd\x82')"" "," bytearray""(b'\\\xed\xd7\xbd\x82')"" ",True,
WEP40 ,60000,(b'\xb0*?\xd3f'),0:01:20.880945, 80881 ms,130059,(130 ,"bytearray""(b'\xb0*?\xd3f')"" "," bytearray""(b'\xb0*?\xd3f')"" ",True,
WEP40 ,60000,(b'\x85\xc2\xb9\t\x05'),0:01:17.413916, 77413 ms,125556,(125 ,"bytearray""(b'\x85\xc2\xb9\t\x05')"" "," bytearray""(b'\x85\xc2\xb9\t\x05')"" ",True,
WEP40 ,60000,(b'\xb4q8\xeeR'),0:01:20.062069, 80062 ms,128973,(128 ,"bytearray""(b'\xb4q8\xeeR')"" "," bytearray""(b'\xb4q8\xeeR')"" ",True,
WEP40 ,60000,(b'R\xf0b\xf05'),0:01:17.796159, 77796 ms,126548,(126 ,"bytearray""(b'R\xf0b\xf05')"" "," bytearray""(b'R\xf0b\xf05')"" ",True,
WEP40 ,60000,(b'x\xeb\xa5\x1c-'),0:01:22.584469, 82584 ms,130974,(130 ,"bytearray""(b'x\xeb\xa5\x1c-')"" "," bytearray""(b'x\xeb\xa5\x1c-')"" ",True,
WEP40 ,60000,(b'\xc8|/\t\xf1'),0:01:18.631150, 78631 ms,125433,(125 ,"bytearray""(b'\xc8|/\t\xf1')"" "," bytearray""(b'\xc8|/\t\xf1')"" ",True,
WEP40 ,70000,(b'Eg\r\\\xf2'),0:01:51.205062, 111205 ms,178649,(178 ,"bytearray""(b'Eg\r\\\xf2')"" "," bytearray""(b'Eg\r\\\xf2')"" ",True,
WEP40 ,70000,(b'\xd8\x90F\xd6\x9f'),0:01:51.768640, 111768 ms,179165,(179 ,"bytearray""(b'\xd8\x90F\xd6\x9f')"" "," bytearray""(b'\xd8\x90F\xd6\x9f')"" ",True,
WEP40 ,70000,"(b'!\xce\x1fX')""",0:01:54.407850, 114407 ms,182095,(182 ,"bytearray""(b'!\xce""\x1fX')"" "," bytearray""(b'!\xce""\x1fX')"" ",True,
WEP40 ,70000,(b'\xc3o\x9d[\xd9'),0:01:54.069068, 114069 ms,181534,(181 ,"bytearray""(b'\xc3o\x9d[\xd9')"" "," bytearray""(b'\xc3o\x9d[\xd9')"" ",True,
WEP40 ,70000,(b'+\x1d\xc0\xa8\xa3'),0:01:53.064951, 113065 ms,180868,(180 ,"bytearray""(b'+\x1d\xc0\xa8\xa3')"" "," bytearray""(b'+\x1d\xc0\xa8\xa3')"" ",True,
WEP40 ,70000,(b'Vb\xf1\x9b\xd1'),0:01:51.287012, 111287 ms,179159,(179 ,"bytearray""(b'Vb\xf1\x9b\xd1')"" "," bytearray""(b'Vb\xf1\x9b\xd1')"" ",True,
WEP40 ,70000,(b'\xb6&i\x8bW'),0:03:03.718683, 183718 ms,290299,(290 ,"bytearray""(b'\xb6&i\x8bW')"" "," bytearray""(b'\xb6&i\x8bW')"" ",True,
WEP40 ,70000,(b'A5 \xdf&'),0:03:17.768473, 197768 ms,356858,(356 ,"bytearray""(b'A5 \xdf&')"" "," bytearray""(b'A5 \xdf&')"" ",True,
WEP40 ,70000,(b'\xe1\x82\x8d\xdb3'),0:02:27.143294, 147143 ms,236804,(236 ,"bytearray""(b'\xe1\x82\x8d\xdb3')"" "," bytearray""(b'\xe1\x82\x8d\xdb3')"" ",True,
WEP40 ,70000,(b'i$\x1e\xf7\xcd'),0:04:15.042844, 255042 ms,411884,(411 ,"bytearray""(b'i$\x1e\xf7\xcd')"" "," bytearray""(b'i$\x1e\xf7\xcd')"" ",True,
WEP40 ,70000,(b'\xf2\x06p\x19B'),0:03:03.337731, 183337 ms,293013,(293 ,"bytearray""(b'\xf2\x06p\x19B')"" "," bytearray""(b'\xf2\x06p\x19B')"" ",True,
WEP40 ,70000,(b'\xc3\x87P\xdf\xf8'),0:00:37.924199, 37924 ms,61846,(61 ,"bytearray""(b'\xc3\x87P\xdf\xf8')"" "," bytearray""(b'\xc3\x87P\xdf\xf8')"" ",True,
WEP40 ,70000,(b'm!\x15\x97G'),0:00:27.484341, 27484 ms,50706,(50 ,"bytearray""(b'm!\x15\x97G')"" "," bytearray""(b'm!\x15\x97G')"" ",True,
WEP40 ,70000,(b'#\xab\x8e\xc6\xd9'),0:00:39.648334, 39648 ms,63853,(63 ,"bytearray""(b'#\xab\x8e\xc6\xd9')"" "," bytearray""(b'#\xab\x8e\xc6\xd9')"" ",True,
WEP40 ,70000,(b'rX\x1a\xb97'),0:00:40.190476, 40190 ms,64186,(64 ,"bytearray""(b'rX\x1a\xb97')"" "," bytearray""(b'rX\x1a\xb97')"" ",True,
WEP40 ,70000,(b'\xad~o\xba\x15'),0:00:35.092622, 35092 ms,52239,(52 ,"bytearray""(b'\xad~o\xba\x15')"" "," bytearray""(b'\xad~o\xba\x15')"" ",True,
WEP40 ,70000,(b'N\x16E\xdb\xc9'),0:00:29.335416, 29335 ms,45663,(45 ,"bytearray""(b'N\x16E\xdb\xc9')"" "," bytearray""(b'N\x16E\xdb\xc9')"" ",True,
WEP40 ,70000,(b'_\xf5\xab\xf0\xf3'),0:00:32.514595, 32514 ms,53904,(53 ,"bytearray""(b'_\xf5\xab\xf0\xf3')"" "," bytearray""(b'_\xf5\xab\xf0\xf3')"" ",True,
WEP40 ,70000,(b'\xcb\xe3>\xbd\x0b'),0:00:38.167722, 38167 ms,62115,(62 ,"bytearray""(b'\xcb\xe3>\xbd\x0b')"" "," bytearray""(b'\xcb\xe3>\xbd\x0b')"" ",True,
WEP40 ,70000,(b'\xe4\x95x\xbf\xa6'),0:00:35.468601, 35468 ms,57329,(57 ,"bytearray""(b'\xe4\x95x\xbf\xa6')"" "," bytearray""(b'\xe4\x95x\xbf\xa6')"" ",True,
WEP40 ,70000,(b'\xa8\x8a\xf9l_'),0:00:33.896640, 33896 ms,49614,(49 ,"bytearray""(b'\xa8\x8a\xf9l_')"" "," bytearray""(b'\xa8\x8a\xf9l_')"" ",True,
WEP40 ,70000,(b'Mz\x8fS\x0f'),0:00:19.006091, 19006 ms,33912,(33 ,"bytearray""(b'Mz\x8fS\x0f')"" "," bytearray""(b'Mz\x8fS\x0f')"" ",True,
WEP40 ,70000,(b't\xa3\xb1\xbd\xd9'),0:00:31.102884, 31102 ms,55369,(55 ,"bytearray""(b't\xa3\xb1\xbd\xd9')"" "," bytearray""(b't\xa3\xb1\xbd\xd9')"" ",True,
WEP40 ,70000,(b'\x0b~N1\xff'),0:00:33.990173, 33990 ms,51347,(51 ,"bytearray""(b'\x0b~N1\xff')"" "," bytearray""(b'\x0b~N1\xff')"" ",True,
WEP40 ,70000,(b'B\x9a\xf3\xcer'),0:00:31.820482, 31820 ms,49048,(49 ,"bytearray""(b'B\x9a\xf3\xcer')"" "," bytearray""(b'B\x9a\xf3\xcer')"" ",True,
WEP40 ,70000,(b'\xd8P\xce\xfb\xbb'),0:00:35.240714, 35240 ms,48830,(48 ,"bytearray""(b'\xd8P\xce\xfb\xbb')"" "," bytearray""(b'\xd8P\xce\xfb\xbb')"" ",True,
WEP40 ,70000,(b'\xf0^p\xc8\x9c'),0:00:22.110283, 22110 ms,40757,(40 ,"bytearray""(b'\xf0^p\xc8\x9c')"" "," bytearray""(b'\xf0^p\xc8\x9c')"" ",True,
WEP40 ,70000,(b'\xa2-\xcc\x9b\r'),0:00:20.013887, 20013 ms,32887,(32 ,"bytearray""(b'\xa2-\xcc\x9b\r')"" "," bytearray""(b'\xa2-\xcc\x9b\r')"" ",True,
WEP40 ,70000,(b'nQk\x17\x84'),0:00:18.535916, 18535 ms,30427,(30 ,"bytearray""(b'nQk\x17\x84')"" "," bytearray""(b'nQk\x17\x84')"" ",True,
WEP40 ,70000,(b'\xd6\xf7d\xe1 '),0:00:31.230924, 31230 ms,50917,(50 ,"bytearray""(b'\xd6\xf7d\xe1 ')"" "," bytearray""(b'\xd6\xf7d\xe1 ')"" ",True,
WEP40 ,70000,(b'\x11Y:\xca\xda'),0:00:21.481238, 21481 ms,37857,(37 ,"bytearray""(b'\x11Y:\xca\xda')"" "," bytearray""(b'\x11Y:\xca\xda')"" ",True,
WEP40 ,70000,"(b\' \xad\x13\x07"")""",0:00:18.779060, 18779 ms,30850,(30 ,"bytearray""(b""\' \xad\x13\x07"")"" "," bytearray""(b""\' \xad\x13\x07"")"" ",True,
WEP40 ,70000,(b'\x89\xf5\xb6e\xc9'),0:00:19.089239, 19089 ms,31139,(31 ,"bytearray""(b'\x89\xf5\xb6e\xc9')"" "," bytearray""(b'\x89\xf5\xb6e\xc9')"" ",True,
WEP40 ,70000,(b'\x1cN\xf61{'),0:00:20.981132, 20981 ms,34879,(34 ,"bytearray""(b'\x1cN\xf61{')"" "," bytearray""(b'\x1cN\xf61{')"" ",True,
WEP40 ,70000,(b'\x89\xfe\xdc\xbc\xfe'),0:00:36.195128, 36195 ms,56471,(56 ,"bytearray""(b'\x89\xfe\xdc\xbc\xfe')"" "," bytearray""(b'\x89\xfe\xdc\xbc\xfe')"" ",True,
WEP40 ,70000,(b'\xeaqni\xba'),0:00:19.298548, 19298 ms,31537,(31 ,"bytearray""(b'\xeaqni\xba')"" "," bytearray""(b'\xeaqni\xba')"" ",True,
WEP40 ,70000,(b'#\x9a\xf2<n'),0:00:18.147386, 18147 ms,29716,(29 ,"bytearray""(b'#\x9a\xf2<n')"" "," bytearray""(b'#\x9a\xf2<n')"" ",True,
WEP40 ,70000,(b'\xbe\x0fP\xbeE'),0:00:18.766700, 18766 ms,30629,(30 ,"bytearray""(b'\xbe\x0fP\xbeE')"" "," bytearray""(b'\xbe\x0fP\xbeE')"" ",True,
WEP40 ,70000,(b'\xda\xf2\xb3\xbaG'),0:00:18.588769, 18588 ms,30312,(30 ,"bytearray""(b'\xda\xf2\xb3\xbaG')"" "," bytearray""(b'\xda\xf2\xb3\xbaG')"" ",True,
WEP40 ,70000,(b'\x06\x02\xde6\xc8'),0:00:19.040180, 19040 ms,31046,(31 ,"bytearray""(b'\x06\x02\xde6\xc8')"" "," bytearray""(b'\x06\x02\xde6\xc8')"" ",True,
WEP40 ,70000,(b'\xab\x18\xca\x17\xac'),0:00:18.455429, 18455 ms,30100,(30 ,"bytearray""(b'\xab\x18\xca\x17\xac')"" "," bytearray""(b'\xab\x18\xca\x17\xac')"" ",True,
WEP40 ,70000,(b'\x1dr\xf6W\xba'),0:00:31.216100, 31216 ms,54770,(54 ,"bytearray""(b'\x1dr\xf6W\xba')"" "," bytearray""(b'\x1dr\xf6W\xba')"" ",True,
WEP40 ,70000,(b'\xa4\xae\x83\xd5I'),0:00:18.233605, 18233 ms,29747,(29 ,"bytearray""(b'\xa4\xae\x83\xd5I')"" "," bytearray""(b'\xa4\xae\x83\xd5I')"" ",True,
WEP40 ,70000,(b'\xf8\x06\xe5\xf5-'),0:00:20.183195, 20183 ms,33361,(33 ,"bytearray""(b'\xf8\x06\xe5\xf5-')"" "," bytearray""(b'\xf8\x06\xe5\xf5-')"" ",True,
WEP40 ,70000,(b'YIS@\x8d'),0:00:23.315073, 23315 ms,43843,(43 ,"bytearray""(b'YIS@\x8d')"" "," bytearray""(b'YIS@\x8d')"" ",True,
WEP40 ,70000,(b'\xd8\\\x19\xdd '),0:00:19.263470, 19263 ms,31272,(31 ,"bytearray""(b'\xd8\\\x19\xdd ')"" "," bytearray""(b'\xd8\\\x19\xdd ')"" ",True,
WEP40 ,70000,"(b'\xae\x14J\x0b')""",0:00:26.749118, 26749 ms,41924,(41 ,"bytearray""(b'""\xae\x14J\x0b')"" "," bytearray""(b'""\xae\x14J\x0b')"" ",True,
WEP40 ,70000,(b'DV\xfe\xce\x10'),0:00:25.904486, 25904 ms,38380,(38 ,"bytearray""(b'DV\xfe\xce\x10')"" "," bytearray""(b'DV\xfe\xce\x10')"" ",True,
WEP40 ,70000,(b'\xf6gA\xcf%'),0:00:22.330301, 22330 ms,35365,(35 ,"bytearray""(b'\xf6gA\xcf%')"" "," bytearray""(b'\xf6gA\xcf%')"" ",True,
WEP40 ,70000,(b'.\xbe\xaa\xb6\xba'),0:00:27.969393, 27969 ms,45498,(45 ,"bytearray""(b'.\xbe\xaa\xb6\xba')"" "," bytearray""(b'.\xbe\xaa\xb6\xba')"" ",True,
WEP40 ,70000,(b'\xa8o\xd8\x85W'),0:00:19.102595, 19102 ms,34052,(34 ,"bytearray""(b'\xa8o\xd8\x85W')"" "," bytearray""(b'\xa8o\xd8\x85W')"" ",True,
WEP40 ,70000,(b'\x01\x93x\xe2C'),0:00:33.228141, 33228 ms,45559,(45 ,"bytearray""(b'\x01\x93x\xe2C')"" "," bytearray""(b'\x01\x93x\xe2C')"" ",True,
WEP40 ,70000,(b'\xce\x13\xb6q\x7f'),0:00:19.583471, 19583 ms,35821,(35 ,"bytearray""(b'\xce\x13\xb6q\x7f')"" "," bytearray""(b'\xce\x13\xb6q\x7f')"" ",True,
WEP40 ,70000,(b'1\x9ez]\xe0'),0:00:19.314790, 19314 ms,31596,(31 ,"bytearray""(b'1\x9ez]\xe0')"" "," bytearray""(b'1\x9ez]\xe0')"" ",True,
WEP40 ,70000,"(b\xacu!\xb0\'"")""",0:00:19.243828, 19243 ms,31447,(31 ,"bytearray""(b""\xacu!\xb0\'"")"" "," bytearray""(b""\xacu!\xb0\'"")"" ",True,
WEP40 ,70000,(b'\x9f\xd9\xf1o\xdc'),0:00:18.968813, 18968 ms,31091,(31 ,"bytearray""(b'\x9f\xd9\xf1o\xdc')"" "," bytearray""(b'\x9f\xd9\xf1o\xdc')"" ",True,
WEP40 ,70000,(b'Y\\\xdc\x8bR'),0:00:18.928247, 18928 ms,30929,(30 ,"bytearray""(b'Y\\\xdc\x8bR')"" "," bytearray""(b'Y\\\xdc\x8bR')"" ",True,
