WEP,Tupel,Main key,KeyGerneration,Tupelanzahl,GetKeyVotes,Key Found,Success,Test Key,millis keyvotes,seconds keyvotes,ms keyvotes,,,ms test,dauer Gesamt
 WEP104,60000,main key: bytearray(b'_<2=\x81'),0:01:27.098831,60000,0:00:05.395574,Key found: bytearray(b'_<2=\x81'),FALSCH,0:00:00.020859,395574,05,5395.574,020859,0,20.86,5416.43
 WEP104,70000,main key: bytearray(b'\x19\x1fj\xc5\xf3'),0:01:35.977125,70000,0:00:05.323935,Key found: bytearray(b'\x19\x1fj\xc5\xf3'),FALSCH,0:00:00.023019,323935,05,5323.935,023019,0,23.02,5346.95
 WEP104,80000,main key: bytearray(b'\x8b \xc0\xd4\x1b'),0:01:40.645716,80000,0:00:05.087695,Key found: bytearray(b'\x8b \xc0\xd4\x1b'),FALSCH,"0:00:00.028015	",087695,05,5087.695,"28015	",0,28.02,5115.71
 WEP104,20000,main key: bytearray(b' \xbc\xd8\xae_'),0:00:25.048536,20000,0:00:02.143719,,WAHR,0:00:00.732029,143719,02,2143.719,732029,0,732.03,2875.75
 WEP104,30000,main key: bytearray(b'<\xf6xK\xc9'),0:00:37.294473,30000,0:00:02.521823,Key found: bytearray(b'<\xf6xK\xc9'),FALSCH,0:00:00.016219,521823,02,2521.823,016219,0,16.22,2538.04
 WEP104,40000,main key: bytearray(b'\xa5\xb5\x9am\x04'),0:00:54.001661,40000,0:00:03.578957,Key found: bytearray(b'\xa5\xb5\x9am\x04'),FALSCH,0:00:00.024537,578957,03,3578.957,024537,0,24.54,3603.49
 WEP104,50000,main key: bytearray(b'\xea\xea\x1d\xc3\xe3'),0:01:00.086824,50000,0:00:04.674259,Key found: bytearray(b'\xea\xea\x1d\xc3\xe3'),FALSCH,0:00:00.018522,674259,04,4674.259,018522,0,18.52,4692.78
 WEP104,60000,main key: bytearray(b'\x04\xc1\xfd#-'),0:01:17.434746,60000,0:00:04.501106,Key found: bytearray(b'\x04\xc1\xfd#-'),FALSCH,0:00:00.018193,501106,04,4501.106,018193,0,18.19,4519.30
 WEP104,70000,main key: bytearray(b'\xbb\xa4\x92\xbd\xbf'),0:01:30.775378,70000,0:00:05.057767,Key found: bytearray(b'\xbb\xa4\x92\xbd\xbf'),FALSCH,0:00:00.033594,057767,05,5057.767,033594,0,33.59,5091.36
 WEP104,80000,main key: bytearray(b'/J\x96\x88X'),0:01:41.757679,80000,0:00:05.083817,Key found: bytearray(b'/J\x96\x88X'),FALSCH,"0:00:00.025735	",083817,05,5083.817,"25735	",0,25.74,5109.55
 WEP104,20000,main key: bytearray(b'!\xe8\xc2\xdb\x1c'),0:00:25.161473,20000,0:00:01.769679,Key found: bytearray(b'!\xe8\xc2\xdb\x1c'),FALSCH,0:00:00.015340,769679,01,1769.679,015340,0,15.34,1785.02
 WEP104,30000,main key: bytearray(b'\xf1\x89C\x92\xa5'),0:00:38.727622,30000,0:00:02.415946,Key found: bytearray(b'\xf1\x89C\x92\xa5'),FALSCH,0:00:00.009842,415946,02,2415.946,009842,0,9.84,2425.79
 WEP104,40000,main key: bytearray(b'|w*v\xec'),0:00:52.408237,40000,0:00:03.218149,Key found: bytearray(b'|w*v\xec'),FALSCH,0:00:00.013613,218149,03,3218.149,013613,0,13.61,3231.76
 WEP104,50000,main key: bytearray(b'\xc5\xd6L\xcc\xe1'),0:01:02.310458,50000,0:00:03.817449,Key found: bytearray(b'\xc5\xd6L\xcc\xe1'),FALSCH,0:00:00.015122,817449,03,3817.449,015122,0,15.12,3832.57
 WEP104,60000,main key: bytearray(b'\x18U\x8f\x9e\x84'),0:01:16.198754,60000,0:00:03.872014,Key found: bytearray(b'\x18U\x8f\x9e\x84'),FALSCH,0:00:00.026267,872014,03,3872.014,026267,0,26.27,3898.28
 WEP104,70000,main key: bytearray(b'\xaa\xd4+z<'),0:01:27.236654,70000,0:00:06.168556,Key found: bytearray(b'\xaa\xd4+z<'),FALSCH,0:00:00.021865,168556,06,6168.556,021865,0,21.87,6190.42
 WEP104,80000,main key: bytearray(b'\xce\x92.\xaf\xfa'),0:01:43.448678,80000,0:00:05.102396,Key found: bytearray(b'\xce\x92.\xaf\xfa'),FALSCH,"0:00:00.025641	",102396,05,5102.396,"25641	",0,25.64,5128.04
 WEP104,20000,main key: bytearray(b'\x87<s\x86\xd2'),0:00:27.331101,20000,0:00:01.452078,,WAHR,0:00:00.829191,452078,01,1452.078,829191,0,829.19,2281.27
 WEP104,30000,main key: bytearray(b'\x05\x9c\x06\x04\x8d'),0:00:37.099824,30000,0:00:02.430598,,WAHR,0:00:00.773267,430598,02,2430.598,773267,0,773.27,3203.87
 WEP104,40000,main key: bytearray(b'\xbf\xda\xc6\xb4\x86'),0:00:51.410858,40000,0:00:03.428990,Key found: bytearray(b'\xbf\xda\xc6\xb4\x86'),FALSCH,0:00:00.012482,428990,03,3428.99,012482,0,12.48,3441.47
 WEP104,50000,main key: bytearray(b'-\xa9b\xbb\xa5'),0:01:02.502624,50000,0:00:03.905551,Key found: bytearray(b'-\xa9b\xbb\xa5'),FALSCH,0:00:00.015614,905551,03,3905.551,015614,0,15.61,3921.17
 WEP104,60000,main key: bytearray(b'\x12\xad\xed\xce\xa2'),0:01:14.389354,60000,0:00:05.186321,Key found: bytearray(b'\x12\xad\xed\xce\xa2'),FALSCH,0:00:00.018156,186321,05,5186.321,018156,0,18.16,5204.48
 WEP104,70000,main key: bytearray(b'\xb3b/~\xcb'),0:01:25.372537,70000,0:00:04.928425,Key found: bytearray(b'\xb3b/~\xcb'),FALSCH,0:00:00.025777,928425,04,4928.425,025777,0,25.78,4954.20
 WEP104,80000,main key: bytearray(b'\xa5~\x83\x85t'),0:01:41.533758,80000,0:00:05.837834,Key found: bytearray(b'\xa5~\x83\x85t'),FALSCH,"0:00:00.027025	",837834,05,5837.834,"27025	",0,27.03,5864.86
 WEP104,20000,main key: bytearray(b'\xbb\xa7\x97\xfc\xcc'),0:00:27.229436,20000,0:00:02.277910,,WAHR,0:00:00.860036,277910,02,2277.91,860036,0,860.04,3137.95
 WEP104,30000,main key: bytearray(b'\xa2\x80+G\xb8'),0:00:39.976069,30000,0:00:02.592988,,WAHR,0:00:00.644984,592988,02,2592.988,644984,0,644.98,3237.97
 WEP104,40000,main key: bytearray(b'\xa5\xa6!\x13r'),0:00:52.089242,40000,0:00:03.025923,Key found: bytearray(b'\xa5\xa6!\x13r'),FALSCH,0:00:00.035938,025923,03,3025.923,035938,0,35.94,3061.86
 WEP104,50000,main key: bytearray(b'x31\x824'),0:01:06.932809,50000,0:00:04.582815,Key found: bytearray(b'x31\x824'),FALSCH,0:00:00.027160,582815,04,4582.815,027160,0,27.16,4609.98
 WEP104,60000,main key: bytearray(b'\xadJ^\\f'),0:01:16.078614,60000,0:00:04.944808,Key found: bytearray(b'\xadJ^\\f'),FALSCH,0:00:00.020024,944808,04,4944.808,020024,0,20.02,4964.83
 WEP104,70000,main key: bytearray(b'\xe4D\x9a\x00\xe3'),0:01:30.904819,70000,0:00:06.322040,Key found: bytearray(b'\xe4D\x9a\x00\xe3'),FALSCH,0:00:00.021450,322040,06,6322.04,021450,0,21.45,6343.49
 WEP104,80000,main key: bytearray(b'\x7f\xe1ss\x1f'),0:01:37.237356,80000,0:00:05.052764,Key found: bytearray(b'\x7f\xe1ss\x1f'),FALSCH,"0:00:00.025125	",052764,05,5052.764,"25125	",0,25.13,5077.89
 WEP104,20000,main key: bytearray(b'R\x18T\x91\xa0'),0:00:25.727650,20000,0:00:01.402159,Key found: bytearray(b'R\x18T\x91\xa0'),FALSCH,0:00:00.009388,402159,01,1402.159,009388,0,9.39,1411.55
 WEP104,30000,main key: bytearray(b'<\xb2\xf3\xc74'),0:00:37.699704,30000,0:00:02.247508,,WAHR,0:00:01.055065,247508,02,2247.508,055065,1000,1055.07,3302.57
 WEP104,40000,main key: bytearray(b'u\xa7\x85*\xe7'),0:00:52.414133,40000,0:00:02.941376,Key found: bytearray(b'u\xa7\x85*\xe7'),FALSCH,0:00:00.012780,941376,02,2941.376,012780,0,12.78,2954.16
 WEP104,50000,main key: bytearray(b'\x15GA%\x10'),0:01:03.279612,50000,0:00:03.881272,Key found: bytearray(b'\x15GA%\x10'),FALSCH,0:00:00.048603,881272,03,3881.272,048603,0,48.60,3929.88
 WEP104,60000,main key: bytearray(b'\x08\x90\xf4\xa9\xca'),0:01:15.176066,60000,0:00:04.716249,Key found: bytearray(b'\x08\x90\xf4\xa9\xca'),FALSCH,0:00:00.017975,716249,04,4716.249,017975,0,17.98,4734.22
 WEP104,70000,main key: bytearray(b'\x9fY\x97u~'),0:01:28.093196,70000,0:00:05.965421,,WAHR,0:00:00.813463,965421,05,5965.421,813463,0,813.46,6778.88
 WEP104,80000,main key: bytearray(b'`,0:01:41.053844,80000,0:00:05.066720,Key found: bytearray(b'`,FALSCH,"0:00:00.025071	",066720,05,5066.72,"25071	",0,25.07,5091.79
 WEP104,20000,main key: bytearray(b'\xc9\x15\xcdKq'),0:00:24.237768,20000,0:00:01.266692,,WAHR,0:00:00.637453,266692,01,1266.692,637453,0,637.45,1904.15
 WEP104,30000,main key: bytearray(b'>\xbc\xac_\xf7'),0:00:38.345923,30000,0:00:02.318921,,WAHR,0:00:00.637593,318921,02,2318.921,637593,0,637.59,2956.51
 WEP104,40000,main key: bytearray(b'\x97T\x81\x11\x11'),0:00:47.405818,40000,0:00:03.347663,Key found: bytearray(b'\x97T\x81\x11\x11'),FALSCH,0:00:00.018810,347663,03,3347.663,018810,0,18.81,3366.47
 WEP104,50000,main key: bytearray(b'\x11\x05\xf5\xa2\xbc'),0:01:01.979515,50000,0:00:03.946219,Key found: bytearray(b'\x11\x05\xf5\xa2\xbc'),FALSCH,0:00:00.016324,946219,03,3946.219,016324,0,16.32,3962.54
 WEP104,60000,main key: bytearray(b'\x11\x05&\x9c\x03'),0:01:14.813926,60000,0:00:04.726336,Key found: bytearray(b'\x11\x05&\x9c\x03'),FALSCH,0:00:00.018070,726336,04,4726.336,018070,0,18.07,4744.41
 WEP104,70000,"main key: bytearray(b'\x80\xc3\xda\xf5""')",0:01:30.242944,70000,0:00:06.273175,"Key found: bytearray(b'\x80\xc3\xda\xf5""')",FALSCH,0:00:00.025543,273175,06,6273.175,025543,0,25.54,6298.72
 WEP104,80000,main key: bytearray(b'\x01\x0c{Q\x92'),0:01:39.906608,80000,0:00:06.809580,Key found: bytearray(b'\x01\x0c{Q\x92'),FALSCH,"0:00:00.025189	",809580,06,6809.58,"25189	",0,25.19,6834.77
 WEP104,20000,main key: bytearray(b'\x99Cu\rd'),0:00:24.114721,20000,0:00:01.554142,,WAHR,0:00:00.872489,554142,01,1554.142,872489,0,872.49,2426.63
 WEP104,30000,main key: bytearray(b'\x0b6\x93\xa3\xae'),0:00:39.424885,30000,0:00:02.418038,Key found: bytearray(b'\x0b6\x93\xa3\xae'),FALSCH,0:00:00.038204,418038,02,2418.038,038204,0,38.20,2456.24
 WEP104,40000,main key: bytearray(b'P\xb1\xe3g\x98'),0:00:51.683888,40000,0:00:03.483753,,WAHR,0:00:00.675538,483753,03,3483.753,675538,0,675.54,4159.29
 WEP104,50000,main key: bytearray(b'\xfd%\x1b\xfdy'),0:01:07.288720,50000,0:00:03.825252,Key found: bytearray(b'\xfd%\x1b\xfdy'),FALSCH,0:00:00.017706,825252,03,3825.252,017706,0,17.71,3842.96
 WEP104,60000,main key: bytearray(b'\x11c\xf9\xbd\xfb'),0:01:18.171656,60000,0:00:05.377460,Key found: bytearray(b'\x11c\xf9\xbd\xfb'),FALSCH,0:00:00.018079,377460,05,5377.46,018079,0,18.08,5395.54
 WEP104,70000,main key: bytearray(b'<\xb8&v\x9b'),0:01:29.646330,70000,0:00:04.817856,Key found: bytearray(b'<\xb8&v\x9b'),FALSCH,0:00:00.021617,817856,04,4817.856,021617,0,21.62,4839.47
 WEP104,80000,main key: bytearray(b'\x0c\x92X\xf4\x83'),0:01:41.415125,80000,0:00:05.029661,Key found: bytearray(b'\x0c\x92X\xf4\x83'),FALSCH,"0:00:00.025227	",029661,05,5029.661,"25227	",0,25.23,5054.89
 WEP104,20000,main key: bytearray(b',0:00:26.318037,20000,0:00:01.512280,,WAHR,0:00:00.773319,512280,01,1512.28,773319,0,773.32,2285.60
 WEP104,30000,main key: bytearray(b'(@\x15\rz'),0:00:38.469954,30000,0:00:02.373301,Key found: bytearray(b'(@\x15\rz'),FALSCH,0:00:00.013141,373301,02,2373.301,013141,0,13.14,2386.44
 WEP104,40000,"main key: bytearray(b'\x05""\x92<\x84')",0:00:51.092046,40000,0:00:03.096823,"Key found: bytearray(b'\x05""\x92<\x84')",FALSCH,0:00:00.012591,096823,03,3096.823,012591,0,12.59,3109.41
 WEP104,50000,main key: bytearray(b'|\xa7\xe9\xf7\xa3'),0:01:01.978906,50000,0:00:03.262834,Key found: bytearray(b'|\xa7\xe9\xf7\xa3'),FALSCH,0:00:00.015392,262834,03,3262.834,015392,0,15.39,3278.23
 WEP104,60000,main key: bytearray(b'\x08\xda\xab\x91\xc3'),0:01:19.731571,60000,0:00:04.586893,Key found: bytearray(b'\x08\xda\xab\x91\xc3'),FALSCH,0:00:00.018085,586893,04,4586.893,018085,0,18.09,4604.98
 WEP104,70000,main key: bytearray(b'\x00;=\xab\xc6'),0:01:28.130034,70000,0:00:05.884922,Key found: bytearray(b'\x00;=\xab\xc6'),FALSCH,0:00:00.021455,884922,05,5884.922,021455,0,21.46,5906.38
 WEP104,80000,main key: bytearray(b'Qu\x8aB|'),0:01:37.964293,80000,0:00:04.995877,Key found: bytearray(b'Qu\x8aB|'),FALSCH,"0:00:00.025291	",995877,04,4995.877,"25291	",0,25.29,5021.17
 WEP104,20000,main key: bytearray(b'\xeew\x12\xe0o'),0:00:26.268580,20000,0:00:01.550963,,WAHR,0:00:00.912112,550963,01,1550.963,912112,0,912.11,2463.08
 WEP104,30000,main key: bytearray(b' \x84\xb4\t\x9a'),0:00:40.019902,30000,0:00:02.010176,Key found: bytearray(b' \x84\xb4\t\x9a'),FALSCH,0:00:00.021759,010176,02,2010.176,021759,0,21.76,2031.94
 WEP104,40000,main key: bytearray(b'v\xee=\x9b\xff'),0:00:52.960059,40000,0:00:02.878143,Key found: bytearray(b'v\xee=\x9b\xff'),FALSCH,0:00:00.012517,878143,02,2878.143,012517,0,12.52,2890.66
 WEP104,50000,"main key: bytearray(b""\'\x95\x7f\xeb\x1f"")",0:01:03.498796,50000,0:00:04.076122,"Key found: bytearray(b""\'\x95\x7f\xeb\x1f"")",FALSCH,0:00:00.015194,076122,04,4076.122,015194,0,15.19,4091.32
 WEP104,60000,main key: bytearray(b'\xcc\xb9\xb19\x02'),0:01:14.854659,60000,0:00:05.173935,Key found: bytearray(b'\xcc\xb9\xb19\x02'),FALSCH,0:00:00.018078,173935,05,5173.935,018078,0,18.08,5192.01
 WEP104,70000,main key: bytearray(b'\xf0uf\xd0\x9b'),0:01:30.323463,70000,0:00:05.840860,Key found: bytearray(b'\xf0uf\xd0\x9b'),FALSCH,0:00:00.033475,840860,05,5840.86,033475,0,33.48,5874.34
 WEP104,80000,main key: bytearray(b'\xe1\xc35-\xcb'),0:01:41.293754,80000,0:00:05.054538,Key found: bytearray(b'\xe1\xc35-\xcb'),FALSCH,"0:00:00.025272	",054538,05,5054.538,"25272	",0,25.27,5079.81
 WEP104,20000,main key: bytearray(b'\x11;xa4Z\x0c'),0:00:26.903482,20000,0:00:01.687331,Key found: bytearray(b'\x11;xa4Z\x0c'),FALSCH,0:00:00.133998,687331,01,1687.331,133998,0,134.00,1821.33
 WEP104,30000,main key: bytearray(b'\xbe\x1a\x9a\xf6,0:00:35.920992,30000,0:00:02.291218,Key found: bytearray(b'\xbe\x1a\x9a\xf6,FALSCH,0:00:00.014096,291218,02,2291.218,014096,0,14.10,2305.31
 WEP104,40000,main key: bytearray(b'\xa3\x0e\x00\x04\x03'),0:00:49.036613,40000,0:00:03.323939,Key found: bytearray(b'\xa3\x0e\x00\x04\x03'),FALSCH,0:00:00.012668,323939,03,3323.939,012668,0,12.67,3336.61
 WEP104,50000,main key: bytearray(b'\xc8\xa3\x11A_'),0:01:02.862062,50000,0:00:03.612991,Key found: bytearray(b'\xc8\xa3\x11A_'),FALSCH,0:00:00.015501,612991,03,3612.991,015501,0,15.50,3628.49
 WEP104,60000,main key: bytearray(b'\xbe\x8a\xc1\x0c!'),0:01:12.625720,60000,0:00:05.023205,,WAHR,0:00:00.678343,023205,05,5023.205,678343,0,678.34,5701.55
 WEP104,70000,main key: bytearray(b'uz\x1b\x9e\x97'),0:01:28.966587,70000,0:00:06.112847,Key found: bytearray(b'uz\x1b\x9e\x97'),FALSCH,0:00:00.029508,112847,06,6112.847,029508,0,29.51,6142.36
 WEP104,80000,"main key: bytearray(b'_\xba\x84\xce""')",0:01:42.258922,80000,0:00:05.580223,"Key found: bytearray(b'_\xba\x84\xce""')",FALSCH,"0:00:00.025243	",580223,05,5580.223,"25243	",0,25.24,5605.47
 WEP104,20000,main key: bytearray(b'\x84\x12\xac\xabh'),0:00:25.629764,20000,0:00:01.625379,,WAHR,0:00:00.699968,625379,01,1625.379,699968,0,699.97,2325.35
 WEP104,30000,main key: bytearray(b'w\xfb\xaaEv'),0:00:37.824620,30000,0:00:02.783734,,WAHR,0:00:00.720462,783734,02,2783.734,720462,0,720.46,3504.20
 WEP104,40000,main key: bytearray(b'\xf4\xb1\x1d\x08\x7f'),0:00:50.366424,40000,0:00:03.133679,Key found: bytearray(b'\xf4\xb1\x1d\x08\x7f'),FALSCH,0:00:00.012593,133679,03,3133.679,012593,0,12.59,3146.27
 WEP104,50000,main key: bytearray(b'Yk\x07x\xae'),0:01:02.942571,50000,0:00:04.143588,Key found: bytearray(b'Yk\x07x\xae'),FALSCH,0:00:00.023190,143588,04,4143.588,023190,0,23.19,4166.78
 WEP104,60000,main key: bytearray(b'\xafo;xf7\xdf'),0:01:14.128380,60000,0:00:05.227733,Key found: bytearray(b'\xafo;xf7\xdf'),FALSCH,0:00:00.017999,227733,05,5227.733,017999,0,18.00,5245.73
 WEP104,70000,main key: bytearray(b'E\x15.\xb7\x8b'),0:01:23.018450,70000,0:00:05.611429,Key found: bytearray(b'E\x15.\xb7\x8b'),FALSCH,0:00:00.021422,611429,05,5611.429,021422,0,21.42,5632.85
 WEP104,80000,main key: bytearray(b'\xa20\xdd\x92A'),0:01:41.957374,80000,0:00:05.176302,Key found: bytearray(b'\xa20\xdd\x92A'),FALSCH,"0:00:00.025177	",176302,05,5176.302,"25177	",0,25.18,5201.48
 WEP104,20000,main key: bytearray(b'W\x1c\xb0\xe6\x1e'),0:00:25.777780,20000,0:00:02.049121,,WAHR,0:00:01.113575,049121,02,2049.121,113575,1000,1113.58,3162.70
 WEP104,30000,main key: bytearray(b'%\xf3\xb1j?'),0:00:40.096077,30000,0:00:02.336469,Key found: bytearray(b'%\xf3\xb1j?'),FALSCH,0:00:00.009787,336469,02,2336.469,009787,0,9.79,2346.26
 WEP104,40000,main key: bytearray(b'\x01\x1e4h\xb7'),0:00:52.307002,40000,0:00:02.939216,Key found: bytearray(b'\x01\x1e4h\xb7'),FALSCH,0:00:00.122851,939216,02,2939.216,122851,0,122.85,3062.07
 WEP104,50000,main key: bytearray(b'\xd7b!4\xc0'),0:01:02.245917,50000,0:00:04.490161,Key found: bytearray(b'\xd7b!4\xc0'),FALSCH,0:00:00.027193,490161,04,4490.161,027193,0,27.19,4517.35
 WEP104,60000,main key: bytearray(b'V\xa4J\xbf\x9d'),0:01:15.485929,60000,0:00:04.796513,Key found: bytearray(b'V\xa4J\xbf\x9d'),FALSCH,0:00:00.018027,796513,04,4796.513,018027,0,18.03,4814.54
 WEP104,70000,main key: bytearray(b'vk\x98_\xdf'),0:01:29.278081,70000,0:00:05.989627,Key found: bytearray(b'vk\x98_\xdf'),FALSCH,0:00:00.021509,989627,05,5989.627,021509,0,21.51,6011.14
 WEP104,80000,"main key: bytearray(b'\x91\xc5U\xa4""')",0:01:37.491401,80000,0:00:05.940915,"Key found: bytearray(b'\x91\xc5U\xa4""')",FALSCH,"0:00:00.025435	",940915,05,5940.915,"25435	",0,25.44,5966.35
 WEP104,20000,main key: bytearray(b'\xc0\xc3\xf4\x1b\xfb'),0:00:27.009750,20000,0:00:01.404756,,WAHR,0:00:01.004306,404756,01,1404.756,004306,1000,1004.31,2409.06
 WEP104,30000,main key: bytearray(b'\xbeG9`\x8f'),0:00:39.663361,30000,0:00:02.001127,Key found: bytearray(b'\xbeG9`\x8f'),FALSCH,0:00:00.011144,001127,02,2001.127,011144,0,11.14,2012.27
 WEP104,40000,main key: bytearray(b'\xc2\x8d\x96\xdb\xbc'),0:00:50.028770,40000,0:00:03.161244,,WAHR,0:00:00.723229,161244,03,3161.244,723229,0,723.23,3884.47
 WEP104,50000,main key: bytearray(b'=\x84kTw'),0:01:06.692610,50000,0:00:04.463193,Key found: bytearray(b'=\x84kTw'),FALSCH,0:00:00.027514,463193,04,4463.193,027514,0,27.51,4490.71
 WEP104,60000,main key: bytearray(b'c+\x82%e'),0:01:21.101229,60000,0:00:04.838718,Key found: bytearray(b'c+\x82%e'),FALSCH,0:00:00.034401,838718,04,4838.718,034401,0,34.40,4873.12
 WEP104,70000,main key: bytearray(b'\xc3n9\x13\xac'),0:01:31.011147,70000,0:00:06.173817,Key found: bytearray(b'\xc3n9\x13\xac'),FALSCH,0:00:00.021940,173817,06,6173.817,021940,0,21.94,6195.76
 WEP104,80000,main key: bytearray(b'\xcd\x0em\x08Z'),0:01:42.744679,80000,0:00:05.064840,Key found: bytearray(b'\xcd\x0em\x08Z'),FALSCH,"0:00:00.025772	",064840,05,5064.84,"25772	",0,25.77,5090.61
 WEP104,20000,main key: bytearray(b'\x89\x9a\x94\xe6\x1e'),0:00:27.180649,20000,0:00:01.945474,,WAHR,0:00:00.669298,945474,01,1945.474,669298,0,669.30,2614.77
 WEP104,30000,main key: bytearray(b'\xa9\x02[\x9c\x8e'),0:00:38.581717,30000,0:00:02.666131,Key found: bytearray(b'\xa9\x02[\x9c\x8e'),FALSCH,0:00:00.021804,666131,02,2666.131,021804,0,21.80,2687.94
 WEP104,40000,main key: bytearray(b'<\xe8\xca\x06t'),0:00:50.131802,40000,0:00:03.782598,,WAHR,0:00:00.861954,782598,03,3782.598,861954,0,861.95,4644.55
 WEP104,50000,main key: bytearray(b'\x17\x1f\x15\xec\xa6'),0:01:05.015160,50000,0:00:03.393090,Key found: bytearray(b'\x17\x1f\x15\xec\xa6'),FALSCH,0:00:00.015183,393090,03,3393.09,015183,0,15.18,3408.27
 WEP104,60000,main key: bytearray(b'\xed\xa3\xabcK'),0:01:19.300000,60000,0:00:04.647604,Key found: bytearray(b'\xed\xa3\xabcK'),FALSCH,0:00:00.018046,647604,04,4647.604,018046,0,18.05,4665.65
 WEP104,70000,main key: bytearray(b'\nfC\xa1\x8f'),0:01:27.950284,70000,0:00:05.058785,Key found: bytearray(b'\nfC\xa1\x8f'),FALSCH,0:00:00.025936,058785,05,5058.785,025936,0,25.94,5084.72
 WEP104,80000,main key: bytearray(b'\xb6\r\xba\xfeb'),0:01:46.595520,80000,0:00:05.046384,Key found: bytearray(b'\xb6\r\xba\xfeb'),FALSCH,"0:00:00.025467	",046384,05,5046.384,"25467	",0,25.47,5071.85
 WEP104,20000,main key: bytearray(b'Z\x10\x96;xbf'),0:00:25.665877,20000,0:00:01.613820,,WAHR,0:00:00.776830,613820,01,1613.82,776830,0,776.83,2390.65
 WEP104,30000,main key: bytearray(b'\x1br\xfcNX'),0:00:38.164640,30000,0:00:02.757405,Key found: bytearray(b'\x1br\xfcNX'),FALSCH,0:00:00.024661,757405,02,2757.405,024661,0,24.66,2782.07
 WEP104,40000,main key: bytearray(b'%\xfa\x8f\x07\xb4'),0:00:52.581657,40000,0:00:03.032382,,WAHR,0:00:00.814931,032382,03,3032.382,814931,0,814.93,3847.31
 WEP104,50000,main key: bytearray(b'\xa06\x06\x8d\xc3'),0:01:03.965724,50000,0:00:03.795928,Key found: bytearray(b'\xa06\x06\x8d\xc3'),FALSCH,0:00:00.015218,795928,03,3795.928,015218,0,15.22,3811.15
 WEP104,60000,main key: bytearray(b'\xe1{\x11*\x9d'),0:01:13.283246,60000,0:00:04.049056,Key found: bytearray(b'\xe1{\x11*\x9d'),FALSCH,0:00:00.017986,049056,04,4049.056,017986,0,17.99,4067.04
 WEP104,70000,main key: bytearray(b'\x08\x05\x0f\xd3m'),0:01:31.506407,70000,0:00:04.843155,Key found: bytearray(b'\x08\x05\x0f\xd3m'),FALSCH,0:00:00.021429,843155,04,4843.155,021429,0,21.43,4864.58
 WEP104,80000,main key: bytearray(b'\xcc.\xf9T~'),0:01:40.913112,80000,0:00:05.693231,Key found: bytearray(b'\xcc.\xf9T~'),FALSCH,"0:00:00.025272	",693231,05,5693.231,"25272	",0,25.27,5718.50
 WEP104,20000,main key: bytearray(b'\xa1G\xa8\x15\xe6'),0:00:25.146464,20000,0:00:01.262623,,WAHR,0:00:00.647364,262623,01,1262.623,647364,0,647.36,1909.99
 WEP104,30000,main key: bytearray(b'>\x0e*\x19\x05'),0:00:39.036319,30000,0:00:02.349101,Key found: bytearray(b'>\x0e*\x19\x05'),FALSCH,0:00:00.010968,349101,02,2349.101,010968,0,10.97,2360.07
 WEP104,40000,main key: bytearray(b'\xc4\x9c\xee\x97\n'),0:00:51.746876,40000,0:00:03.197149,Key found: bytearray(b'\xc4\x9c\xee\x97\n'),FALSCH,0:00:00.012493,197149,03,3197.149,012493,0,12.49,3209.64
 WEP104,50000,main key: bytearray(b'\x03\xd9\x1b\xdeU'),0:01:05.230343,50000,0:00:04.356773,Key found: bytearray(b'\x03\xd9\x1b\xdeU'),FALSCH,0:00:00.025292,356773,04,4356.773,025292,0,25.29,4382.07
 WEP104,60000,main key: bytearray(b'\xd7i\xf9\xfa\x99'),0:01:15.153753,60000,0:00:04.740743,,WAHR,0:00:01.136319,740743,04,4740.743,136319,1000,1136.32,5877.06
 WEP104,70000,main key: bytearray(b'7Z`\x19w'),0:01:30.825381,70000,0:00:05.625596,Key found: bytearray(b'7Z`\x19w'),FALSCH,0:00:00.045592,625596,05,5625.596,045592,0,45.59,5671.19
 WEP104,80000,main key: bytearray(b'Z\x07\x1f\xf7\x94'),0:01:42.056539,80000,0:00:05.011596,Key found: bytearray(b'Z\x07\x1f\xf7\x94'),FALSCH,"0:00:00.027519	",011596,05,5011.596,"27519	",0,27.52,5039.12
 WEP104,20000,main key: bytearray(b'X\x17q\xd4\xcc'),0:00:26.013382,20000,0:00:01.636696,,WAHR,0:00:00.788787,636696,01,1636.696,788787,0,788.79,2425.48
 WEP104,30000,main key: bytearray(b'#\xfd\xc0\xfc\xd8'),0:00:38.392869,30000,0:00:02.609397,Key found: bytearray(b'#\xfd\xc0\xfc\xd8'),FALSCH,0:00:00.009875,609397,02,2609.397,009875,0,9.88,2619.27
 WEP104,40000,main key: bytearray(b'EW\x105i'),0:00:48.172932,40000,0:00:04.041841,Key found: bytearray(b'EW\x105i'),FALSCH,0:00:00.014770,041841,04,4041.841,014770,0,14.77,4056.61
 WEP104,50000,main key: bytearray(b'\xb6\x10\xd7\x1f\x87'),0:01:01.325440,50000,0:00:04.144133,Key found: bytearray(b'\xb6\x10\xd7\x1f\x87'),FALSCH,0:00:00.015281,144133,04,4144.133,015281,0,15.28,4159.41
 WEP104,60000,main key: bytearray(b'`Z\xd3\xd9\t'),0:01:17.614736,60000,0:00:04.857654,Key found: bytearray(b'`Z\xd3\xd9\t'),FALSCH,0:00:00.018018,857654,04,4857.654,018018,0,18.02,4875.67
